ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Context
Yangjiang_2074-2075-2074-005f_t/3r,Yangjiang,2074-2075-2074-005f_t/3r,⁴⁵⁴_,,,Cihui,t/3r
Yangjiang_2074-2074-00b3-005f_t/4r,Yangjiang,2074-2074-00b3-005f_t/4r,⁴⁴³_,,,Cihui,t/4r
Meixian_0070_i,Meixian,0070_i,p,,,Cihui,i
Meixian_0070-2019_i,Meixian,0070-2019_i,p’,,,Cihui,i
Meixian_006d_i,Meixian,006d_i,m,,,Cihui,i
Meixian_0066_i,Meixian,0066_i,f,,,Cihui,i
Meixian_0076_i,Meixian,0076_i,v,,,Cihui,i
Meixian_0074_i,Meixian,0074_i,t,,,Cihui,i
Meixian_0074-2019_i,Meixian,0074-2019_i,t’,,,Cihui,i
Meixian_006e_i,Meixian,006e_i,n,,,Cihui,i
Meixian_006c_i,Meixian,006c_i,l,,,Cihui,i
Meixian_0074-0073_i,Meixian,0074-0073_i,ts,,,Cihui,i
Meixian_0074-0073-2019_i,Meixian,0074-0073-2019_i,ts’,,,Cihui,i
Meixian_0073_i,Meixian,0073_i,s,,,Cihui,i
Meixian_0235_i,Meixian,0235_i,ȵ,,,Cihui,i
Meixian_006a_i,Meixian,006a_i,j,,,Cihui,i
Meixian_006b_i,Meixian,006b_i,k,,,Cihui,i
Meixian_006b-2019_i,Meixian,006b-2019_i,k’,,,Cihui,i
Meixian_014b_i,Meixian,014b_i,ŋ,,,Cihui,i
Meixian_0068_i,Meixian,0068_i,h,,,Cihui,i
Meixian_027f_n,Meixian,027f_n,ɿ,,,Cihui,n
Meixian_0061_n,Meixian,0061_n,a,,,Cihui,n
Meixian_025b_n,Meixian,025b_n,ɛ,,,Cihui,n
Meixian_0254_n,Meixian,0254_n,ɔ,,,Cihui,n
Meixian_0061-0069_n,Meixian,0061-0069_n,ai,,,Cihui,n
Meixian_006f-0069_n,Meixian,006f-0069_n,oi,,,Cihui,n
Meixian_0061-0075_n,Meixian,0061-0075_n,au,,,Cihui,n
Meixian_025b-0075_n,Meixian,025b-0075_n,ɛu,,,Cihui,n
Meixian_0069_n,Meixian,0069_n,i,,,Cihui,n
Meixian_0069_m,Meixian,0069_m,i,,,Cihui,m
Meixian_0061_n,Meixian,0061_n,a,,,Cihui,n
Meixian_0069_m,Meixian,0069_m,i,,,Cihui,m
Meixian_0061-0069_n,Meixian,0061-0069_n,ai,,,Cihui,n
Meixian_0069_m,Meixian,0069_m,i,,,Cihui,m
Meixian_0254-0069_n,Meixian,0254-0069_n,ɔi,,,Cihui,n
Meixian_0069_m,Meixian,0069_m,i,,,Cihui,m
Meixian_0061-0075_n,Meixian,0061-0075_n,au,,,Cihui,n
Meixian_0069_m,Meixian,0069_m,i,,,Cihui,m
Meixian_0075_n,Meixian,0075_n,u,,,Cihui,n
Meixian_0075_n,Meixian,0075_n,u,,,Cihui,n
Meixian_0075_m,Meixian,0075_m,u,,,Cihui,m
Meixian_0061_n,Meixian,0061_n,a,,,Cihui,n
Meixian_0075_m,Meixian,0075_m,u,,,Cihui,m
Meixian_0254_n,Meixian,0254_n,ɔ,,,Cihui,n
Meixian_0075_m,Meixian,0075_m,u,,,Cihui,m
Meixian_0061-0069_n,Meixian,0061-0069_n,ai,,,Cihui,n
Meixian_0075_m,Meixian,0075_m,u,,,Cihui,m
Meixian_0254-0069_n,Meixian,0254-0069_n,ɔi,,,Cihui,n
Meixian_0075_m,Meixian,0075_m,u,,,Cihui,m
Meixian_0069_n,Meixian,0069_n,i,,,Cihui,n
Meixian_0061_n,Meixian,0061_n,a,,,Cihui,n
Meixian_006d_c,Meixian,006d_c,m,,,Cihui,c
Meixian_025b_n,Meixian,025b_n,ɛ,,,Cihui,n
Meixian_006d_c,Meixian,006d_c,m,,,Cihui,c
Meixian_0259_n,Meixian,0259_n,ə,,,Cihui,n
Meixian_006d_c,Meixian,006d_c,m,,,Cihui,c
Meixian_0061_n,Meixian,0061_n,a,,,Cihui,n
Meixian_006e_c,Meixian,006e_c,n,,,Cihui,c
Meixian_025b_n,Meixian,025b_n,ɛ,,,Cihui,n
Meixian_006e_c,Meixian,006e_c,n,,,Cihui,c
Meixian_0254_n,Meixian,0254_n,ɔ,,,Cihui,n
Meixian_006e_c,Meixian,006e_c,n,,,Cihui,c
Meixian_0259_n,Meixian,0259_n,ə,,,Cihui,n
Meixian_006e_c,Meixian,006e_c,n,,,Cihui,c
Meixian_0061_n,Meixian,0061_n,a,,,Cihui,n
Meixian_014b_c,Meixian,014b_c,ŋ,,,Cihui,c
Meixian_006f_n,Meixian,006f_n,o,,,Cihui,n
Meixian_014b_c,Meixian,014b_c,ŋ,,,Cihui,c
Meixian_0069_m,Meixian,0069_m,i,,,Cihui,m
Meixian_0061_n,Meixian,0061_n,a,,,Cihui,n
Meixian_006d_c,Meixian,006d_c,m,,,Cihui,c
Meixian_0069_n,Meixian,0069_n,i,,,Cihui,n
Meixian_006d_c,Meixian,006d_c,m,,,Cihui,c
Meixian_0069_m,Meixian,0069_m,i,,,Cihui,m
Meixian_0061_n,Meixian,0061_n,a,,,Cihui,n
Meixian_006e_c,Meixian,006e_c,n,,,Cihui,c
Meixian_0069_m,Meixian,0069_m,i,,,Cihui,m
Meixian_025b_n,Meixian,025b_n,ɛ,,,Cihui,n
Meixian_006e_c,Meixian,006e_c,n,,,Cihui,c
Meixian_0069_m,Meixian,0069_m,i,,,Cihui,m
Meixian_006f_n,Meixian,006f_n,o,,,Cihui,n
Meixian_006e_c,Meixian,006e_c,n,,,Cihui,c
Meixian_0069_n,Meixian,0069_n,i,,,Cihui,n
Meixian_006e_c,Meixian,006e_c,n,,,Cihui,c
Meixian_0069_m,Meixian,0069_m,i,,,Cihui,m
Meixian_0075_n,Meixian,0075_n,u,,,Cihui,n
Meixian_006e_c,Meixian,006e_c,n,,,Cihui,c
Meixian_0069_m,Meixian,0069_m,i,,,Cihui,m
Meixian_0061_n,Meixian,0061_n,a,,,Cihui,n
Meixian_014b_c,Meixian,014b_c,ŋ,,,Cihui,c
Meixian_0069_m,Meixian,0069_m,i,,,Cihui,m
Meixian_0254_n,Meixian,0254_n,ɔ,,,Cihui,n
Meixian_014b_c,Meixian,014b_c,ŋ,,,Cihui,c
Meixian_0069_m,Meixian,0069_m,i,,,Cihui,m
Meixian_0075_n,Meixian,0075_n,u,,,Cihui,n
Meixian_014b_c,Meixian,014b_c,ŋ,,,Cihui,c
Meixian_0075_m,Meixian,0075_m,u,,,Cihui,m
Meixian_0061_n,Meixian,0061_n,a,,,Cihui,n
Meixian_006e_c,Meixian,006e_c,n,,,Cihui,c
Meixian_0075_m,Meixian,0075_m,u,,,Cihui,m
Meixian_025b_n,Meixian,025b_n,ɛ,,,Cihui,n
Meixian_006e_c,Meixian,006e_c,n,,,Cihui,c
Meixian_0075_m,Meixian,0075_m,u,,,Cihui,m
Meixian_0254_n,Meixian,0254_n,ɔ,,,Cihui,n
Meixian_006e_c,Meixian,006e_c,n,,,Cihui,c
Meixian_0075_n,Meixian,0075_n,u,,,Cihui,n
Meixian_006e_c,Meixian,006e_c,n,,,Cihui,c
Meixian_0075_m,Meixian,0075_m,u,,,Cihui,m
Meixian_0061_n,Meixian,0061_n,a,,,Cihui,n
Meixian_014b_c,Meixian,014b_c,ŋ,,,Cihui,c
Meixian_0075_m,Meixian,0075_m,u,,,Cihui,m
Meixian_0254_n,Meixian,0254_n,ɔ,,,Cihui,n
Meixian_014b_c,Meixian,014b_c,ŋ,,,Cihui,c
Meixian_0075_n,Meixian,0075_n,u,,,Cihui,n
Meixian_014b_c,Meixian,014b_c,ŋ,,,Cihui,c
Meixian_0061_n,Meixian,0061_n,a,,,Cihui,n
Meixian_0070_c,Meixian,0070_c,p,,,Cihui,c
Meixian_025b_n,Meixian,025b_n,ɛ,,,Cihui,n
Meixian_0070_c,Meixian,0070_c,p,,,Cihui,c
Meixian_0259_n,Meixian,0259_n,ə,,,Cihui,n
Meixian_0070_c,Meixian,0070_c,p,,,Cihui,c
Meixian_0061_n,Meixian,0061_n,a,,,Cihui,n
Meixian_0074_c,Meixian,0074_c,t,,,Cihui,c
Meixian_025b_n,Meixian,025b_n,ɛ,,,Cihui,n
Meixian_0074_c,Meixian,0074_c,t,,,Cihui,c
Meixian_0254_n,Meixian,0254_n,ɔ,,,Cihui,n
Meixian_0074_c,Meixian,0074_c,t,,,Cihui,c
Meixian_0259_n,Meixian,0259_n,ə,,,Cihui,n
Meixian_0074_c,Meixian,0074_c,t,,,Cihui,c
Meixian_0061_n,Meixian,0061_n,a,,,Cihui,n
Meixian_006b_c,Meixian,006b_c,k,,,Cihui,c
Meixian_0254_n,Meixian,0254_n,ɔ,,,Cihui,n
Meixian_006b_c,Meixian,006b_c,k,,,Cihui,c
Meixian_0069_m,Meixian,0069_m,i,,,Cihui,m
Meixian_0061_n,Meixian,0061_n,a,,,Cihui,n
Meixian_0070_c,Meixian,0070_c,p,,,Cihui,c
Meixian_0069_n,Meixian,0069_n,i,,,Cihui,n
Meixian_0070_c,Meixian,0070_c,p,,,Cihui,c
Meixian_0069_m,Meixian,0069_m,i,,,Cihui,m
Meixian_0061_n,Meixian,0061_n,a,,,Cihui,n
Meixian_0074_c,Meixian,0074_c,t,,,Cihui,c
Meixian_0069_m,Meixian,0069_m,i,,,Cihui,m
Meixian_025b_n,Meixian,025b_n,ɛ,,,Cihui,n
Meixian_0074_c,Meixian,0074_c,t,,,Cihui,c
Meixian_0069_m,Meixian,0069_m,i,,,Cihui,m
Meixian_0254_n,Meixian,0254_n,ɔ,,,Cihui,n
Meixian_0074_c,Meixian,0074_c,t,,,Cihui,c
Meixian_0069_n,Meixian,0069_n,i,,,Cihui,n
Meixian_0074_c,Meixian,0074_c,t,,,Cihui,c
Meixian_0069_m,Meixian,0069_m,i,,,Cihui,m
Meixian_0075_n,Meixian,0075_n,u,,,Cihui,n
Meixian_0074_c,Meixian,0074_c,t,,,Cihui,c
Meixian_0069_m,Meixian,0069_m,i,,,Cihui,m
Meixian_0061_n,Meixian,0061_n,a,,,Cihui,n
Meixian_006b_c,Meixian,006b_c,k,,,Cihui,c
Meixian_0069_m,Meixian,0069_m,i,,,Cihui,m
Meixian_0254_n,Meixian,0254_n,ɔ,,,Cihui,n
Meixian_006b_c,Meixian,006b_c,k,,,Cihui,c
Meixian_0069_m,Meixian,0069_m,i,,,Cihui,m
Meixian_0075_n,Meixian,0075_n,u,,,Cihui,n
Meixian_006b_c,Meixian,006b_c,k,,,Cihui,c
Meixian_0075_m,Meixian,0075_m,u,,,Cihui,m
Meixian_0061_n,Meixian,0061_n,a,,,Cihui,n
Meixian_0074_c,Meixian,0074_c,t,,,Cihui,c
Meixian_0075_m,Meixian,0075_m,u,,,Cihui,m
Meixian_025b_n,Meixian,025b_n,ɛ,,,Cihui,n
Meixian_0074_c,Meixian,0074_c,t,,,Cihui,c
Meixian_0075_m,Meixian,0075_m,u,,,Cihui,m
Meixian_0254_n,Meixian,0254_n,ɔ,,,Cihui,n
Meixian_0074_c,Meixian,0074_c,t,,,Cihui,c
Meixian_0075_n,Meixian,0075_n,u,,,Cihui,n
Meixian_0074_c,Meixian,0074_c,t,,,Cihui,c
Meixian_0075_m,Meixian,0075_m,u,,,Cihui,m
Meixian_0061_n,Meixian,0061_n,a,,,Cihui,n
Meixian_006b_c,Meixian,006b_c,k,,,Cihui,c
Meixian_0075_m,Meixian,0075_m,u,,,Cihui,m
Meixian_0254_n,Meixian,0254_n,ɔ,,,Cihui,n
Meixian_006b_c,Meixian,006b_c,k,,,Cihui,c
Meixian_0075_n,Meixian,0075_n,u,,,Cihui,n
Meixian_006b_c,Meixian,006b_c,k,,,Cihui,c
Meixian_006d-0329_n,Meixian,006d-0329_n,m̩,,,Cihui,n
Meixian_006e-0329_n,Meixian,006e-0329_n,n̩,,,Cihui,n
Meixian_014b-030d_n,Meixian,014b-030d_n,ŋ̍,,,Cihui,n
Meixian_2074-2074_t/ip,Meixian,2074-2074_t/ip,⁴⁴,,,Cihui,t/ip
Meixian_00b9-00b2_t/ap,Meixian,00b9-00b2_t/ap,¹²,,,Cihui,t/ap
Meixian_00b3-00b9_t/s,Meixian,00b3-00b9_t/s,³¹,,,Cihui,t/s
Meixian_2074-00b2_t/q,Meixian,2074-00b2_t/q,⁴²,,,Cihui,t/q
Meixian_00b2-00b9_t/ir,Meixian,00b2-00b9_t/ir,²¹,,,Cihui,t/ir
Meixian_2074_t/ar,Meixian,2074_t/ar,⁴,,,Cihui,t/ar
Meixian_2070_t,Meixian,2070_t,⁰,,,Cihui,t
Yangzhou_0070_i,Yangzhou,0070_i,p,,,Cihui,i
Yangzhou_0070-2019_i,Yangzhou,0070-2019_i,p’,,,Cihui,i
Yangzhou_006d_i,Yangzhou,006d_i,m,,,Cihui,i
Yangzhou_0066_i,Yangzhou,0066_i,f,,,Cihui,i
Yangzhou_0074_i,Yangzhou,0074_i,t,,,Cihui,i
Yangzhou_0074-2019_i,Yangzhou,0074-2019_i,t’,,,Cihui,i
Yangzhou_006e_i,Yangzhou,006e_i,n,,,Cihui,i
Yangzhou_0074-0073_i,Yangzhou,0074-0073_i,ts,,,Cihui,i
Yangzhou_0074-0073-2019_i,Yangzhou,0074-0073-2019_i,ts’,,,Cihui,i
Yangzhou_0073_i,Yangzhou,0073_i,s,,,Cihui,i
Yangzhou_0074-0255_i,Yangzhou,0074-0255_i,tɕ,,,Cihui,i
Yangzhou_0074-0255-2019_i,Yangzhou,0074-0255-2019_i,tɕ’,,,Cihui,i
Yangzhou_0255_i,Yangzhou,0255_i,ɕ,,,Cihui,i
Yangzhou_006b_i,Yangzhou,006b_i,k,,,Cihui,i
Yangzhou_006b-2019_i,Yangzhou,006b-2019_i,k’,,,Cihui,i
Yangzhou_0078_i,Yangzhou,0078_i,x,,,Cihui,i
Yangzhou_027f_n,Yangzhou,027f_n,ɿ,,,Cihui,n
Yangzhou_0251_n,Yangzhou,0251_n,ɑ,,,Cihui,n
Yangzhou_025b_n,Yangzhou,025b_n,ɛ,,,Cihui,n
Yangzhou_006f_n,Yangzhou,006f_n,o,,,Cihui,n
Yangzhou_0254_n,Yangzhou,0254_n,ɔ,,,Cihui,n
Yangzhou_0259-0069_n,Yangzhou,0259-0069_n,əi,,,Cihui,n
Yangzhou_0264-026f_n,Yangzhou,0264-026f_n,ɤɯ,,,Cihui,n
Yangzhou_025b-0303_n,Yangzhou,025b-0303_n,ɛ̃,,,Cihui,n
Yangzhou_00f5_n,Yangzhou,00f5_n,õ,,,Cihui,n
Yangzhou_0251_n,Yangzhou,0251_n,ɑ,,,Cihui,n
Yangzhou_014b_c,Yangzhou,014b_c,ŋ,,,Cihui,c
Yangzhou_0259_n,Yangzhou,0259_n,ə,,,Cihui,n
Yangzhou_014b_c,Yangzhou,014b_c,ŋ,,,Cihui,c
Yangzhou_006f_n,Yangzhou,006f_n,o,,,Cihui,n
Yangzhou_014b_c,Yangzhou,014b_c,ŋ,,,Cihui,c
Yangzhou_0251_n,Yangzhou,0251_n,ɑ,,,Cihui,n
Yangzhou_0294_c,Yangzhou,0294_c,ʔ,,,Cihui,c
Yangzhou_00e6_n,Yangzhou,00e6_n,æ,,,Cihui,n
Yangzhou_0294_c,Yangzhou,0294_c,ʔ,,,Cihui,c
Yangzhou_0259_n,Yangzhou,0259_n,ə,,,Cihui,n
Yangzhou_0294_c,Yangzhou,0294_c,ʔ,,,Cihui,c
Yangzhou_006f_n,Yangzhou,006f_n,o,,,Cihui,n
Yangzhou_0294_c,Yangzhou,0294_c,ʔ,,,Cihui,c
Yangzhou_006f_n,Yangzhou,006f_n,o,,,Cihui,n
Yangzhou_0294_c,Yangzhou,0294_c,ʔ,,,Cihui,c
Yangzhou_0069_n,Yangzhou,0069_n,i,,,Cihui,n
Yangzhou_0069_m,Yangzhou,0069_m,i,,,Cihui,m
Yangzhou_0251_n,Yangzhou,0251_n,ɑ,,,Cihui,n
Yangzhou_0069_m,Yangzhou,0069_m,i,,,Cihui,m
Yangzhou_025b_n,Yangzhou,025b_n,ɛ,,,Cihui,n
Yangzhou_0069_m,Yangzhou,0069_m,i,,,Cihui,m
Yangzhou_0254_n,Yangzhou,0254_n,ɔ,,,Cihui,n
Yangzhou_0069_m,Yangzhou,0069_m,i,,,Cihui,m
Yangzhou_026a_n,Yangzhou,026a_n,ɪ,,,Cihui,n
Yangzhou_0069_m,Yangzhou,0069_m,i,,,Cihui,m
Yangzhou_0264-026f_n,Yangzhou,0264-026f_n,ɤɯ,,,Cihui,n
Yangzhou_0069_m,Yangzhou,0069_m,i,,,Cihui,m
Yangzhou_025b-0303_n,Yangzhou,025b-0303_n,ɛ̃,,,Cihui,n
Yangzhou_0069_m,Yangzhou,0069_m,i,,,Cihui,m
Yangzhou_0129_n,Yangzhou,0129_n,ĩ,,,Cihui,n
Yangzhou_0069_m,Yangzhou,0069_m,i,,,Cihui,m
Yangzhou_0251_n,Yangzhou,0251_n,ɑ,,,Cihui,n
Yangzhou_014b_c,Yangzhou,014b_c,ŋ,,,Cihui,c
Yangzhou_0069_n,Yangzhou,0069_n,i,,,Cihui,n
Yangzhou_014b_c,Yangzhou,014b_c,ŋ,,,Cihui,c
Yangzhou_0069_m,Yangzhou,0069_m,i,,,Cihui,m
Yangzhou_006f_n,Yangzhou,006f_n,o,,,Cihui,n
Yangzhou_014b_c,Yangzhou,014b_c,ŋ,,,Cihui,c
Yangzhou_0069_m,Yangzhou,0069_m,i,,,Cihui,m
Yangzhou_0251_n,Yangzhou,0251_n,ɑ,,,Cihui,n
Yangzhou_0294_c,Yangzhou,0294_c,ʔ,,,Cihui,c
Yangzhou_0069_m,Yangzhou,0069_m,i,,,Cihui,m
Yangzhou_00e6_n,Yangzhou,00e6_n,æ,,,Cihui,n
Yangzhou_0294_c,Yangzhou,0294_c,ʔ,,,Cihui,c
Yangzhou_0069_m,Yangzhou,0069_m,i,,,Cihui,m
Yangzhou_0259_n,Yangzhou,0259_n,ə,,,Cihui,n
Yangzhou_0294_c,Yangzhou,0294_c,ʔ,,,Cihui,c
Yangzhou_0069_m,Yangzhou,0069_m,i,,,Cihui,m
Yangzhou_006f_n,Yangzhou,006f_n,o,,,Cihui,n
Yangzhou_0294_c,Yangzhou,0294_c,ʔ,,,Cihui,c
Yangzhou_0075_n,Yangzhou,0075_n,u,,,Cihui,n
Yangzhou_0075_m,Yangzhou,0075_m,u,,,Cihui,m
Yangzhou_0251_n,Yangzhou,0251_n,ɑ,,,Cihui,n
Yangzhou_0075_m,Yangzhou,0075_m,u,,,Cihui,m
Yangzhou_025b_n,Yangzhou,025b_n,ɛ,,,Cihui,n
Yangzhou_0075_m,Yangzhou,0075_m,u,,,Cihui,m
Yangzhou_0259-0069_n,Yangzhou,0259-0069_n,əi,,,Cihui,n
Yangzhou_0075_m,Yangzhou,0075_m,u,,,Cihui,m
Yangzhou_0259-0303_n,Yangzhou,0259-0303_n,ə̃,,,Cihui,n
Yangzhou_0075_m,Yangzhou,0075_m,u,,,Cihui,m
Yangzhou_0251_n,Yangzhou,0251_n,ɑ,,,Cihui,n
Yangzhou_014b_c,Yangzhou,014b_c,ŋ,,,Cihui,c
Yangzhou_0075_m,Yangzhou,0075_m,u,,,Cihui,m
Yangzhou_0259_n,Yangzhou,0259_n,ə,,,Cihui,n
Yangzhou_014b_c,Yangzhou,014b_c,ŋ,,,Cihui,c
Yangzhou_0075_m,Yangzhou,0075_m,u,,,Cihui,m
Yangzhou_0251_n,Yangzhou,0251_n,ɑ,,,Cihui,n
Yangzhou_0294_c,Yangzhou,0294_c,ʔ,,,Cihui,c
Yangzhou_0075_m,Yangzhou,0075_m,u,,,Cihui,m
Yangzhou_00e6_n,Yangzhou,00e6_n,æ,,,Cihui,n
Yangzhou_0294_c,Yangzhou,0294_c,ʔ,,,Cihui,c
Yangzhou_0075_m,Yangzhou,0075_m,u,,,Cihui,m
Yangzhou_0259_n,Yangzhou,0259_n,ə,,,Cihui,n
Yangzhou_0294_c,Yangzhou,0294_c,ʔ,,,Cihui,c
Yangzhou_028f_n,Yangzhou,028f_n,ʏ,,,Cihui,n
Yangzhou_0079_m,Yangzhou,0079_m,y,,,Cihui,m
Yangzhou_0129_n,Yangzhou,0129_n,ĩ,,,Cihui,n
Yangzhou_0079_m,Yangzhou,0079_m,y,,,Cihui,m
Yangzhou_0259_n,Yangzhou,0259_n,ə,,,Cihui,n
Yangzhou_014b_c,Yangzhou,014b_c,ŋ,,,Cihui,c
Yangzhou_0079_m,Yangzhou,0079_m,y,,,Cihui,m
Yangzhou_0259_n,Yangzhou,0259_n,ə,,,Cihui,n
Yangzhou_0294_c,Yangzhou,0294_c,ʔ,,,Cihui,c
Yangzhou_00b3-00b9_t/ip,Yangzhou,00b3-00b9_t/ip,³¹,,,Cihui,t/ip
Yangzhou_00b3-2074_t/ap,Yangzhou,00b3-2074_t/ap,³⁴,,,Cihui,t/ap
Yangzhou_2074-00b2_t/s,Yangzhou,2074-00b2_t/s,⁴²,,,Cihui,t/s
Yangzhou_2075-2075_t/q,Yangzhou,2075-2075_t/q,⁵⁵,,,Cihui,t/q
Yangzhou_2074_t/r,Yangzhou,2074_t/r,⁴,,,Cihui,t/r
Yangzhou_2070_t,Yangzhou,2070_t,⁰,,,Cihui,t
Xiamen_0070_i,Xiamen,0070_i,p,,,Cihui,i
Xiamen_0070-2019_i,Xiamen,0070-2019_i,p’,,,Cihui,i
Xiamen_0062_i,Xiamen,0062_i,b,,,Cihui,i
Xiamen_006d_i,Xiamen,006d_i,m,,,Cihui,i
Xiamen_0074_i,Xiamen,0074_i,t,,,Cihui,i
Xiamen_0074-2019_i,Xiamen,0074-2019_i,t’,,,Cihui,i
Xiamen_006e_i,Xiamen,006e_i,n,,,Cihui,i
Xiamen_006c_i,Xiamen,006c_i,l,,,Cihui,i
Xiamen_0074-0073_i,Xiamen,0074-0073_i,ts,,,Cihui,i
Xiamen_0074-0073-2019_i,Xiamen,0074-0073-2019_i,ts’,,,Cihui,i
Xiamen_0073_i,Xiamen,0073_i,s,,,Cihui,i
Xiamen_006b_i,Xiamen,006b_i,k,,,Cihui,i
Xiamen_006b-2019_i,Xiamen,006b-2019_i,k’,,,Cihui,i
Xiamen_0067_i,Xiamen,0067_i,g,,,Cihui,i
Xiamen_014b_i,Xiamen,014b_i,ŋ,,,Cihui,i
Xiamen_0068_i,Xiamen,0068_i,h,,,Cihui,i
Xiamen_0061_n,Xiamen,0061_n,a,,,Cihui,n
Xiamen_0254_n,Xiamen,0254_n,ɔ,,,Cihui,n
Xiamen_006f_n,Xiamen,006f_n,o,,,Cihui,n
Xiamen_0065_n,Xiamen,0065_n,e,,,Cihui,n
Xiamen_0061-0069_n,Xiamen,0061-0069_n,ai,,,Cihui,n
Xiamen_0061-0075_n,Xiamen,0061-0075_n,au,,,Cihui,n
Xiamen_00e3_n,Xiamen,00e3_n,ã,,,Cihui,n
Xiamen_0254-0303_n,Xiamen,0254-0303_n,ɔ̃,,,Cihui,n
Xiamen_1ebd_n,Xiamen,1ebd_n,ẽ,,,Cihui,n
Xiamen_00e3-0129_n,Xiamen,00e3-0129_n,ãĩ,,,Cihui,n
Xiamen_00e3-0169_n,Xiamen,00e3-0169_n,ãũ,,,Cihui,n
Xiamen_0069_n,Xiamen,0069_n,i,,,Cihui,n
Xiamen_0069_m,Xiamen,0069_m,i,,,Cihui,m
Xiamen_0061_n,Xiamen,0061_n,a,,,Cihui,n
Xiamen_0069_m,Xiamen,0069_m,i,,,Cihui,m
Xiamen_006f_n,Xiamen,006f_n,o,,,Cihui,n
Xiamen_0069_m,Xiamen,0069_m,i,,,Cihui,m
Xiamen_0075_n,Xiamen,0075_n,u,,,Cihui,n
Xiamen_0069_m,Xiamen,0069_m,i,,,Cihui,m
Xiamen_0061-0075_n,Xiamen,0061-0075_n,au,,,Cihui,n
Xiamen_0129_n,Xiamen,0129_n,ĩ,,,Cihui,n
Xiamen_0129_m,Xiamen,0129_m,ĩ,,,Cihui,m
Xiamen_00e3_n,Xiamen,00e3_n,ã,,,Cihui,n
Xiamen_0129_m,Xiamen,0129_m,ĩ,,,Cihui,m
Xiamen_0169_n,Xiamen,0169_n,ũ,,,Cihui,n
Xiamen_0129_m,Xiamen,0129_m,ĩ,,,Cihui,m
Xiamen_00e3-0169_n,Xiamen,00e3-0169_n,ãũ,,,Cihui,n
Xiamen_0075_n,Xiamen,0075_n,u,,,Cihui,n
Xiamen_0075_m,Xiamen,0075_m,u,,,Cihui,m
Xiamen_0061_n,Xiamen,0061_n,a,,,Cihui,n
Xiamen_0075_m,Xiamen,0075_m,u,,,Cihui,m
Xiamen_0065_n,Xiamen,0065_n,e,,,Cihui,n
Xiamen_0075_m,Xiamen,0075_m,u,,,Cihui,m
Xiamen_0069_n,Xiamen,0069_n,i,,,Cihui,n
Xiamen_0075_m,Xiamen,0075_m,u,,,Cihui,m
Xiamen_0061-0069_n,Xiamen,0061-0069_n,ai,,,Cihui,n
Xiamen_0169_m,Xiamen,0169_m,ũ,,,Cihui,m
Xiamen_00e3_n,Xiamen,00e3_n,ã,,,Cihui,n
Xiamen_0169_m,Xiamen,0169_m,ũ,,,Cihui,m
Xiamen_0129_n,Xiamen,0129_n,ĩ,,,Cihui,n
Xiamen_0169_m,Xiamen,0169_m,ũ,,,Cihui,m
Xiamen_00e3-0129_n,Xiamen,00e3-0129_n,ãĩ,,,Cihui,n
Xiamen_0061_n,Xiamen,0061_n,a,,,Cihui,n
Xiamen_006d_c,Xiamen,006d_c,m,,,Cihui,c
Xiamen_0061_n,Xiamen,0061_n,a,,,Cihui,n
Xiamen_006e_c,Xiamen,006e_c,n,,,Cihui,c
Xiamen_0061_n,Xiamen,0061_n,a,,,Cihui,n
Xiamen_014b_c,Xiamen,014b_c,ŋ,,,Cihui,c
Xiamen_0254_n,Xiamen,0254_n,ɔ,,,Cihui,n
Xiamen_014b_c,Xiamen,014b_c,ŋ,,,Cihui,c
Xiamen_0061_n,Xiamen,0061_n,a,,,Cihui,n
Xiamen_0070_c,Xiamen,0070_c,p,,,Cihui,c
Xiamen_0061_n,Xiamen,0061_n,a,,,Cihui,n
Xiamen_0074_c,Xiamen,0074_c,t,,,Cihui,c
Xiamen_0061_n,Xiamen,0061_n,a,,,Cihui,n
Xiamen_006b_c,Xiamen,006b_c,k,,,Cihui,c
Xiamen_0254_n,Xiamen,0254_n,ɔ,,,Cihui,n
Xiamen_006b_c,Xiamen,006b_c,k,,,Cihui,c
Xiamen_0069_n,Xiamen,0069_n,i,,,Cihui,n
Xiamen_006d_c,Xiamen,006d_c,m,,,Cihui,c
Xiamen_0069_m,Xiamen,0069_m,i,,,Cihui,m
Xiamen_0061_n,Xiamen,0061_n,a,,,Cihui,n
Xiamen_006d_c,Xiamen,006d_c,m,,,Cihui,c
Xiamen_0069_n,Xiamen,0069_n,i,,,Cihui,n
Xiamen_006e_c,Xiamen,006e_c,n,,,Cihui,c
Xiamen_0069_m,Xiamen,0069_m,i,,,Cihui,m
Xiamen_0061_n,Xiamen,0061_n,a,,,Cihui,n
Xiamen_006e_c,Xiamen,006e_c,n,,,Cihui,c
Xiamen_0069_n,Xiamen,0069_n,i,,,Cihui,n
Xiamen_014b_c,Xiamen,014b_c,ŋ,,,Cihui,c
Xiamen_0069_m,Xiamen,0069_m,i,,,Cihui,m
Xiamen_0061_n,Xiamen,0061_n,a,,,Cihui,n
Xiamen_014b_c,Xiamen,014b_c,ŋ,,,Cihui,c
Xiamen_0069_m,Xiamen,0069_m,i,,,Cihui,m
Xiamen_0254_n,Xiamen,0254_n,ɔ,,,Cihui,n
Xiamen_014b_c,Xiamen,014b_c,ŋ,,,Cihui,c
