ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Benzi
Yangjiang-624_boast-1,,Yangjiang,624_boast,tʃʰɛ³³tai⁴⁵⁴pʰau²⁴,tʃʰɛ³³tai⁴⁵⁴pʰau²⁴,tʃʰ ɛ ³³ + t ai ⁴⁵⁴ + pʰ au ²⁴,,Cihui,,,,,車 大 炮
Xiamen-624_boast-1,,Xiamen,624_boast,hɔŋ⁵⁵₃₃ku⁵⁵,hɔŋ⁵⁵₃₃ku⁵⁵,h ɔ ŋ ³³/⁵⁵ + k u ⁵⁵,,Cihui,,,,,風 黽
Chaozhou-624_boast-1,,Chaozhou,624_boast,tsʰia³³₂₃tua¹¹₁₂pʰau²¹³,tsʰia³³₂₃tua¹¹₁₂pʰau²¹³,tsʰ i/j a ²³/³³ + t u/w a ¹²/¹¹ + pʰ au ²¹³,,Cihui,,,,,車 大 炮
Fuzhou-624_boast-1,,Fuzhou,624_boast,kʰyŋ⁴⁴kʰuaŋ⁴⁴,kʰyŋ⁴⁴kʰuaŋ⁴⁴,kʰ y ŋ ⁴⁴ + kʰ u/w a ŋ ⁴⁴,,Cihui,,,,,囗 囗
Beijing-355_boatsmallship-1,,Beijing,355_boatsmallship,ɕiau²¹⁴₂₁tʂʰuanr³⁵,ɕiau²¹⁴₂₁tʂʰuanr³⁵,ɕ i/j au ²¹/²¹⁴ + ʈʂʰ u/w */a n ³⁵,,Cihui,,,,,小 船
Beijing-355_boatsmallship-2,,Beijing,355_boatsmallship,ɕiau²¹⁴₂₁xua³⁵tsɿ⁰,ɕiau²¹⁴₂₁xua³⁵tsɿ⁰,ɕ i/j au ²¹/²¹⁴ + x u/w a ³⁵ + ts ɿ ⁰,,Cihui,,,,,小 劃 子
Jinan-355_boatsmallship-1,,Jinan,355_boatsmallship,ɕiɔ⁵⁵tʂʰuær⁴²,ɕiɔ⁵⁵tʂʰuær⁴²,ɕ i/j ɔ ⁵⁵ + ʈʂʰ u/w */æ̃ ⁴²,,Cihui,,,,,小 船
Shenyang-355_boatsmallship-1,,Shenyang,355_boatsmallship,ɕiau²¹³₂₁tsʰuanr³⁵,ɕiau²¹³₂₁tsʰuanr³⁵,ɕ i/j au ²¹/²¹³ + tsʰ u/w */a n ³⁵,,Cihui,,,,,小 船
XiAn-355_boatsmallship-1,,XiAn,355_boatsmallship,ɕiɑu⁵³pfʰæ̃²⁴,ɕiɑu⁵³pfʰæ̃²⁴,ɕ i/j ɑu ⁵³ + pfʰ æ̃ ²⁴,,Cihui,,,,,小 船
Chengdu-355_boatsmallship-1,,Chengdu,355_boatsmallship,ɕiau⁵³tsʰuər³¹,ɕiau⁵³tsʰuər³¹,ɕ i/j au ⁵³ + tsʰ u/w */ə ³¹,,Cihui,,,,,小 船
Kunming-355_boatsmallship-1,,Kunming,355_boatsmallship,ɕiau⁵³tʂʰuã³¹,ɕiau⁵³tʂʰuã³¹,ɕ i/j au ⁵³ + ʈʂʰ u/w ã ³¹,,Cihui,,,,,小 船
Hefei-355_boatsmallship-1,,Hefei,355_boatsmallship,ɕio²⁴tʂʰʊ̃⁵⁵,ɕio²⁴tʂʰʊ̃⁵⁵,ɕ i/j o ²⁴ + ʈʂʰ ʊ̃ ⁵⁵,,Cihui,,,,,小 船
Yangzhou-355_boatsmallship-1,,Yangzhou,355_boatsmallship,ɕiɔ⁴²xuɑ³⁴tsɛ⁰,ɕiɔ⁴²xuɑ³⁴tsɛ⁰,ɕ i/j ɔ ⁴² + x u/w ɑ ³⁴ + ts ɛ ⁰,,Cihui,,,,,小 劃 子
Suzhou-355_boatsmallship-1,,Suzhou,355_boatsmallship,siæ⁴¹sɛ⁴⁴₃₅pɛ⁴¹₂₁,siæ⁴¹sɛ⁴⁴₃₅pɛ⁴¹₂₁,s i/j æ ⁴¹ + s ᴇ/ɛ ³⁵/⁴⁴ + p ᴇ/ɛ ²¹/⁴¹,,Cihui,,,,,小 舢 板
Wenzhou-355_boatsmallship-1,,Wenzhou,355_boatsmallship,sai⁴⁵ɦy³¹ῃ⁰,sai⁴⁵ɦy³¹ῃ⁰,s ai ⁴⁵ + ɦ y ³¹ + ŋ̍ ⁰,,Cihui,,,,,小 船 兒
Changsha-355_boatsmallship-1,,Changsha,355_boatsmallship,fa¹³tsɿ⁰,fa¹³tsɿ⁰,f a ¹³ + ts ɿ ⁰,,Cihui,,,,,劃 子
Nanchang-355_boatsmallship-1,,Nanchang,355_boatsmallship,fa⁵⁵tsɿ⁰,fa⁵⁵tsɿ⁰,f a ⁵⁵ + ts ɿ ⁰,,Cihui,,,,,劃 子
Meixian-355_boatsmallship-1,,Meixian,355_boatsmallship,sɛ⁴²sɔn¹²,sɛ⁴²sɔn¹²,s ɛ ⁴² + s ɔ n ¹²,,Cihui,,,,,細 船
Guangzhou-355_boatsmallship-1,,Guangzhou,355_boatsmallship,tʰɛŋ²³tʃɐi³⁵,tʰɛŋ²³tʃɐi³⁵,tʰ ɛ ŋ ²³ + tʃ ɐi ³⁵,,Cihui,,,,,艇 仔.Guangzhou
Yangjiang-355_boatsmallship-1,,Yangjiang,355_boatsmallship,tʰiɛŋ²¹tʃɐi²¹,tʰiɛŋ²¹tʃɐi²¹,tʰ i/j ɛ ŋ ²¹ + tʃ ɐi ²¹,,Cihui,,,,,艇 仔.Yangjiang
Xiamen-355_boatsmallship-1,,Xiamen,355_boatsmallship,siaŋ⁵⁵₃₃tsĩũ⁵¹₅₅ã⁵¹,siaŋ⁵⁵₃₃tsĩũ⁵¹₅₅ã⁵¹,s i/j a ŋ ³³/⁵⁵ + ts j ũ ⁵⁵/⁵¹ + ã ⁵¹,,Cihui,,,,,雙 槳 仔.Xiamen
Chaozhou-355_boatsmallship-1,,Chaozhou,355_boatsmallship,tʰeŋ⁵³₂₄kĩã⁵³₂₁,tʰeŋ⁵³₂₄kĩã⁵³₂₁,tʰ e ŋ ²⁴/⁵³ + k j ã ²¹/⁵³,,Cihui,,,,,艇 仔.Chaozhou
Fuzhou-355_boatsmallship-1,,Fuzhou,355_boatsmallship,pʰieʔ²³₄₅kiaŋ³¹,pʰieʔ²³₄₅kiaŋ³¹,pʰ i/j e ʔ ⁴⁵/²³ + k i/j a ŋ ³¹,,Cihui,,,,,囗 仔.Fuzhou
Beijing-587_boilout-1,,Beijing,587_boilout,ʂuan⁵¹,ʂuan⁵¹,ʂ u/w a n ⁵¹,,Cihui,,,,,涮
Jinan-587_boilout-1,,Jinan,587_boilout,ʂuæ̃²¹,ʂuæ̃²¹,ʂ u/w æ̃ ²¹,,Cihui,,,,,涮
Shenyang-587_boilout-1,,Shenyang,587_boilout,suan⁴¹,suan⁴¹,s u/w a n ⁴¹,,Cihui,,,,,涮
XiAn-587_boilout-1,,XiAn,587_boilout,fæ̃⁴⁵,fæ̃⁴⁵,f æ̃ ⁴⁵,,Cihui,,,,,涮
Chengdu-587_boilout-1,,Chengdu,587_boilout,suan¹³,suan¹³,s u/w a n ¹³,,Cihui,,,,,涮
Kunming-587_boilout-1,,Kunming,587_boilout,ʂuã¹³,ʂuã¹³,ʂ u/w ã ¹³,,Cihui,,,,,涮
Hefei-587_boilout-1,,Hefei,587_boilout,ʂuæ̃⁵³,ʂuæ̃⁵³,ʂ u/w æ̃ ⁵³,,Cihui,,,,,涮
Yangzhou-587_boilout-1,,Yangzhou,587_boilout,suɛ̃⁵⁵,suɛ̃⁵⁵,s u/w ɛ̃ ⁵⁵,,Cihui,,,,,涮
Suzhou-587_boilout-1,,Suzhou,587_boilout,dɒŋ³¹,dɒŋ³¹,d ɒ ŋ ³¹,,Cihui,,,,,蕩
Wenzhou-587_boilout-1,,Wenzhou,587_boilout,duɔ²⁴,duɔ²⁴,d u/w ɔ ²⁴,,Cihui,,,,,蕩
Changsha-587_boilout-1,,Changsha,587_boilout,san⁵⁵,san⁵⁵,s a n ⁵⁵,,Cihui,,,,,涮
Nanchang-587_boilout-1,,Nanchang,587_boilout,tʰɔŋ³¹,tʰɔŋ³¹,tʰ ɔ ŋ ³¹,,Cihui,,,,,蕩
Meixian-587_boilout-1,,Meixian,587_boilout,tʰɔi⁴⁴,tʰɔi⁴⁴,tʰ ɔi ⁴⁴,,Cihui,,,,,囗
Guangzhou-587_boilout-1,,Guangzhou,587_boilout,@lʊk²,@lʊk²,l ʊ k ²,,Cihui,,,,,囗
Yangjiang-587_boilout-1,,Yangjiang,587_boilout,@lɔŋ²¹,@lɔŋ²¹,l ɔ ŋ ²¹,,Cihui,,,,,囗
Xiamen-587_boilout-1,,Xiamen,587_boilout,bin⁵¹,bin⁵¹,b i n ⁵¹,,Cihui,,,,,囗
Chaozhou-587_boilout-1,,Chaozhou,587_boilout,tsʰok²¹,tsʰok²¹,tsʰ o k ²¹,,Cihui,,,,,囗
Fuzhou-587_boilout-1,,Fuzhou,587_boilout,kɔ³¹,kɔ³¹,k ɔ ³¹,,Cihui,,,,,囗
Beijing-217_boiledwater-1,,Beijing,217_boiledwater,kʰai⁵⁵ʂuei²¹⁴,kʰai⁵⁵ʂuei²¹⁴,kʰ ai ⁵⁵ + ʂ u/w ei ²¹⁴,,Cihui,,,,,開 水
Jinan-217_boiledwater-1,,Jinan,217_boiledwater,kʰɛ²¹³ʂuei⁵⁵,kʰɛ²¹³ʂuei⁵⁵,kʰ ɛ ²¹³ + ʂ u/w ei ⁵⁵,,Cihui,,,,,開 水
Shenyang-217_boiledwater-1,,Shenyang,217_boiledwater,kʰai³³suei²¹³,kʰai³³suei²¹³,kʰ ai ³³ + s u/w ei ²¹³,,Cihui,,,,,開 水
XiAn-217_boiledwater-1,,XiAn,217_boiledwater,kʰæ²¹fei⁵³,kʰæ²¹fei⁵³,kʰ æ ²¹ + f ei ⁵³,,Cihui,,,,,開 水
Chengdu-217_boiledwater-1,,Chengdu,217_boiledwater,kʰai⁴⁴suei⁵³,kʰai⁴⁴suei⁵³,kʰ ai ⁴⁴ + s u/w ei ⁵³,,Cihui,,,,,開 水
Kunming-217_boiledwater-1,,Kunming,217_boiledwater,kʰɛ⁴⁴ʂue⁵³,kʰɛ⁴⁴ʂue⁵³,kʰ ɛ ⁴⁴ + ʂ u/w e ⁵³,,Cihui,,,,,開 水
Kunming-217_boiledwater-2,,Kunming,217_boiledwater,tʂã⁵³ʂue⁵³,tʂã⁵³ʂue⁵³,ʈʂ ã ⁵³ + ʂ u/w e ⁵³,,Cihui,,,,,漲 水
Hefei-217_boiledwater-1,,Hefei,217_boiledwater,kʰɛ²¹²ʂui²⁴,kʰɛ²¹²ʂui²⁴,kʰ ᴇ/ɛ ²¹² + ʂ u/w i ²⁴,,Cihui,,,,,開 水
Yangzhou-217_boiledwater-1,,Yangzhou,217_boiledwater,kʰɛ³¹suəi⁴²,kʰɛ³¹suəi⁴²,kʰ ɛ ³¹ + s u/w əi ⁴²,,Cihui,,,,,開 水
Yangzhou-217_boiledwater-2,,Yangzhou,217_boiledwater,kuəŋ⁴²suəi⁴²,kuəŋ⁴²suəi⁴²,k u/w ə ŋ ⁴² + s u/w əi ⁴²,,Cihui,,,,,滾 水
Suzhou-217_boiledwater-1,,Suzhou,217_boiledwater,kʰɛ⁴⁴sʮ⁴¹₂₁,kʰɛ⁴⁴sʮ⁴¹₂₁,kʰ ᴇ/ɛ ⁴⁴ + s ʮ ²¹/⁴¹,,Cihui,,,,,開 水
Suzhou-217_boiledwater-2,,Suzhou,217_boiledwater,kuən⁴¹sʮ⁴¹₃₅,kuən⁴¹sʮ⁴¹₃₅,k u/w ə n ⁴¹ + s ʮ ³⁵/⁴¹,,Cihui,,,,,滾 水
Wenzhou-217_boiledwater-1,,Wenzhou,217_boiledwater,kaŋ⁴⁵tʰuɔ⁴⁴,kaŋ⁴⁵tʰuɔ⁴⁴,k a ŋ ⁴⁵ + tʰ u/w ɔ ⁴⁴,,Cihui,,,,,滾 湯
Wenzhou-217_boiledwater-2,,Wenzhou,217_boiledwater,ɦiɔ²⁴tʰuɔ⁴⁴,ɦiɔ²⁴tʰuɔ⁴⁴,ɦ i/j ɔ ²⁴ + tʰ u/w ɔ ⁴⁴,,Cihui,,,,,湧 湯
Changsha-217_boiledwater-1,,Changsha,217_boiledwater,kʰai³³ɕyei⁴¹,kʰai³³ɕyei⁴¹,kʰ ai ³³ + ɕ y/ɥ ei ⁴¹,,Cihui,,,,,開 水
Nanchang-217_boiledwater-1,,Nanchang,217_boiledwater,kʰai⁴²sui²¹³,kʰai⁴²sui²¹³,kʰ ai ⁴² + s u/w i ²¹³,,Cihui,,,,,開 水
Meixian-217_boiledwater-1,,Meixian,217_boiledwater,kun³¹sui³¹,kun³¹sui³¹,k u n ³¹ + s u/w i ³¹,,Cihui,,,,,滾 水
Guangzhou-217_boiledwater-1,,Guangzhou,217_boiledwater,kwɐn³⁵ʃøy³⁵,kwɐn³⁵ʃøy³⁵,k w ɐ n ³⁵ + ʃ øi ³⁵,,Cihui,,,,,滾 水
Yangjiang-217_boiledwater-1,,Yangjiang,217_boiledwater,kwɐn²¹ʃui²¹,kwɐn²¹ʃui²¹,k w ɐ n ²¹ + ʃ u/w i ²¹,,Cihui,,,,,滾 水
Xiamen-217_boiledwater-1,,Xiamen,217_boiledwater,kun⁵¹₅₅tsui⁵¹,kun⁵¹₅₅tsui⁵¹,k u n ⁵⁵/⁵¹ + ts u/w i ⁵¹,,Cihui,,,,,滾 水
Chaozhou-217_boiledwater-1,,Chaozhou,217_boiledwater,kun⁵³₂₄tsui⁵³₂₁,kun⁵³₂₄tsui⁵³₂₁,k u n ²⁴/⁵³ + ts u/w i ²¹/⁵³,,Cihui,,,,,滾 水
Fuzhou-217_boiledwater-1,,Fuzhou,217_boiledwater,kuŋ³¹nouŋ⁴⁴,kuŋ³¹nouŋ⁴⁴,k u ŋ ³¹ + n ou ŋ ⁴⁴,,Cihui,,,,,滾 湯
Beijing-361_book-1,,Beijing,361_book,ʂu⁵⁵,ʂu⁵⁵,ʂ u ⁵⁵,,Cihui,,,,,書
Jinan-361_book-1,,Jinan,361_book,ʂu²¹³,ʂu²¹³,ʂ u ²¹³,,Cihui,,,,,書
Shenyang-361_book-1,,Shenyang,361_book,su³³,su³³,s u ³³,,Cihui,,,,,書
XiAn-361_book-1,,XiAn,361_book,fu²¹,fu²¹,f u ²¹,,Cihui,,,,,書
Chengdu-361_book-1,,Chengdu,361_book,su⁴⁴,su⁴⁴,s u ⁴⁴,,Cihui,,,,,書
Kunming-361_book-1,,Kunming,361_book,ʂu⁴⁴,ʂu⁴⁴,ʂ u ⁴⁴,,Cihui,,,,,書
Hefei-361_book-1,,Hefei,361_book,ʂu²¹²,ʂu²¹²,ʂ u ²¹²,,Cihui,,,,,書
Yangzhou-361_book-1,,Yangzhou,361_book,su³¹,su³¹,s u ³¹,,Cihui,,,,,書
Suzhou-361_book-1,,Suzhou,361_book,sʮ⁴⁴,sʮ⁴⁴,s ʮ ⁴⁴,,Cihui,,,,,書
Wenzhou-361_book-1,,Wenzhou,361_book,sɿ⁴⁴,sɿ⁴⁴,s ɿ ⁴⁴,,Cihui,,,,,書
Changsha-361_book-1,,Changsha,361_book,ɕy³³,ɕy³³,ɕ y ³³,,Cihui,,,,,書
Nanchang-361_book-1,,Nanchang,361_book,ɕy⁴²,ɕy⁴²,ɕ y ⁴²,,Cihui,,,,,書
Meixian-361_book-1,,Meixian,361_book,su⁴⁴,su⁴⁴,s u ⁴⁴,,Cihui,,,,,書
Guangzhou-361_book-1,,Guangzhou,361_book,ʃy⁵³,ʃy⁵³,ʃ y ⁵³,,Cihui,,,,,書
Yangjiang-361_book-1,,Yangjiang,361_book,ʃi³³,ʃi³³,ʃ i ³³,,Cihui,,,,,書
Xiamen-361_book-1,,Xiamen,361_book,tsʰeʔ³²,tsʰeʔ³²,tsʰ e ʔ ³²,,Cihui,,,,,冊
Chaozhou-361_book-1,,Chaozhou,361_book,tsɿ³³,tsɿ³³,ts ɿ ³³,,Cihui,,,,,書
Fuzhou-361_book-1,,Fuzhou,361_book,tsy⁴⁴,tsy⁴⁴,ts y ⁴⁴,,Cihui,,,,,書
Beijing-233_boots-1,,Beijing,233_boots,ɕye⁵⁵tsɿ⁰,ɕye⁵⁵tsɿ⁰,ɕ y/ɥ e ⁵⁵ + ts ɿ ⁰,,Cihui,,,,,靴 子
Jinan-233_boots-1,,Jinan,233_boots,ɕye²¹³tsɿ⁰,ɕye²¹³tsɿ⁰,ɕ y/ɥ e ²¹³ + ts ɿ ⁰,,Cihui,,,,,靴 子
Shenyang-233_boots-1,,Shenyang,233_boots,ɕye³³tsɿ⁰,ɕye³³tsɿ⁰,ɕ y/ɥ e ³³ + ts ɿ ⁰,,Cihui,,,,,靴 子
XiAn-233_boots-1,,XiAn,233_boots,ɕye²¹tsɿ⁰,ɕye²¹tsɿ⁰,ɕ y/ɥ e ²¹ + ts ɿ ⁰,,Cihui,,,,,靴 子
Chengdu-233_boots-1,,Chengdu,233_boots,ɕye⁴⁴tsɿ⁵³,ɕye⁴⁴tsɿ⁵³,ɕ y/ɥ e ⁴⁴ + ts ɿ ⁵³,,Cihui,,,,,靴 子
Kunming-233_boots-1,,Kunming,233_boots,ɕie⁴⁴tsɿ⁵³,ɕie⁴⁴tsɿ⁵³,ɕ i/j e ⁴⁴ + ts ɿ ⁵³,,Cihui,,,,,靴 子
Kunming-233_boots-2,,Kunming,233_boots,tʰoŋ⁵³ɕie⁴⁴,tʰoŋ⁵³ɕie⁴⁴,tʰ o ŋ ⁵³ + ɕ i/j e ⁴⁴,,Cihui,,,,,統 靴
Hefei-233_boots-1,,Hefei,233_boots,ʂən²¹²tʰəŋ²⁴ɕiɛ⁵⁵,ʂən²¹²tʰəŋ²⁴ɕiɛ⁵⁵,ʂ ə n ²¹² + tʰ ə ŋ ²⁴ + ɕ y/ɥ ᴇ/ɛ ⁵⁵,,Cihui,,,,,深 筒 鞋
Yangzhou-233_boots-1,,Yangzhou,233_boots,suəi³¹tsɛ⁰,suəi³¹tsɛ⁰,s u/w əi ³¹ + ts ɛ ⁰,,Cihui,,,,,靴 子
Suzhou-233_boots-1,,Suzhou,233_boots,ɕiø⁴⁴,ɕiø⁴⁴,ɕ i/j ø ⁴⁴,,Cihui,,,,,靴
Wenzhou-233_boots-1,,Wenzhou,233_boots,ɕy⁴⁴,ɕy⁴⁴,ɕ y ⁴⁴,,Cihui,,,,,靴
Changsha-233_boots-1,,Changsha,233_boots,ɕye³³tsɿ⁰,ɕye³³tsɿ⁰,ɕ y/ɥ e ³³ + ts ɿ ⁰,,Cihui,,,,,靴 子
Nanchang-233_boots-1,,Nanchang,233_boots,ɕia⁴²tsɿ⁰,ɕia⁴²tsɿ⁰,ɕ i/j a ⁴² + ts ɿ ⁰,,Cihui,,,,,靴 子
Meixian-233_boots-1,,Meixian,233_boots,hiau⁴⁴,hiau⁴⁴,h i/j au ⁴⁴,,Cihui,,,,,靴
Guangzhou-233_boots-1,,Guangzhou,233_boots,hœ⁵³,hœ⁵³,h œ ⁵³,,Cihui,,,,,靴
Yangjiang-233_boots-1,,Yangjiang,233_boots,hɛ³³,hɛ³³,h ɛ ³³,,Cihui,,,,,靴
Xiamen-233_boots-1,,Xiamen,233_boots,hia⁵⁵,hia⁵⁵,h i/j a ⁵⁵,,Cihui,,,,,靴
Chaozhou-233_boots-1,,Chaozhou,233_boots,hia³³,hia³³,h i/j a ³³,,Cihui,,,,,靴
Fuzhou-233_boots-1,,Fuzhou,233_boots,kʰuɔ⁴⁴,kʰuɔ⁴⁴,kʰ u/w ɔ ⁴⁴,,Cihui,,,,,靴
Beijing-849_bottleclassifierforalcohol-1,,Beijing,849_bottleclassifierforalcohol,i⁵¹pʰiŋ³⁵tɕiou²¹⁴,i⁵¹pʰiŋ³⁵tɕiou²¹⁴,i ⁵¹ + pʰ i ŋ ³⁵ + tɕ i/j ou ²¹⁴,,Cihui,,,,,一 瓶 酒
Jinan-849_bottleclassifierforalcohol-1,,Jinan,849_bottleclassifierforalcohol,i²¹³pʰiŋ⁴²tɕʰiou⁵⁵,i²¹³pʰiŋ⁴²tɕʰiou⁵⁵,i ²¹³ + pʰ i ŋ ⁴² + tɕʰ i/j ou ⁵⁵,,Cihui,,,,,一 瓶 酒
Shenyang-849_bottleclassifierforalcohol-1,,Shenyang,849_bottleclassifierforalcohol,i⁴¹pʰiŋ³⁵tɕiou²¹³,i⁴¹pʰiŋ³⁵tɕiou²¹³,i ⁴¹ + pʰ i ŋ ³⁵ + tɕ i/j ou ²¹³,,Cihui,,,,,一 瓶 酒
Shenyang-849_bottleclassifierforalcohol-2,,Shenyang,849_bottleclassifierforalcohol,i³⁵paŋ⁴¹tsๅ⁰tɕiou²¹³,i³⁵paŋ⁴¹tsๅ⁰tɕiou²¹³,i ³⁵ + p a ŋ ⁴¹ + ts ɿ ⁰ + tɕ i/j ou ²¹³,,Cihui,,,,,一 棒 子 酒
XiAn-849_bottleclassifierforalcohol-1,,XiAn,849_bottleclassifierforalcohol,i²¹pʰiŋ²⁴tɕiou⁵³,i²¹pʰiŋ²⁴tɕiou⁵³,i ²¹ + pʰ i ŋ ²⁴ + tɕ i/j ou ⁵³,,Cihui,,,,,一 瓶 酒
Chengdu-849_bottleclassifierforalcohol-1,,Chengdu,849_bottleclassifierforalcohol,i³¹pʰin³¹tɕiəu⁵³,i³¹pʰin³¹tɕiəu⁵³,i ³¹ + pʰ i n ³¹ + tɕ i/j əu ⁵³,,Cihui,,,,,一 瓶 酒
Kunming-849_bottleclassifierforalcohol-1,,Kunming,849_bottleclassifierforalcohol,i³¹₁₃pʰĩ³¹tɕio⁵³,i³¹₁₃pʰĩ³¹tɕio⁵³,i ¹³/³¹ + pʰ ĩ ³¹ + tɕ i/j o ⁵³,,Cihui,,,,,一 瓶 酒
Hefei-849_bottleclassifierforalcohol-1,,Hefei,849_bottleclassifierforalcohol,iəʔ⁴pʰin⁵⁵tɕiɯ²¹,iəʔ⁴pʰin⁵⁵tɕiɯ²¹,i/j ə ʔ ⁴ + pʰ i n ⁵⁵ + tɕ i/j ɯ ²⁴,,Cihui,,,,,一 瓶 酒
Yangzhou-849_bottleclassifierforalcohol-1,,Yangzhou,849_bottleclassifierforalcohol,iəʔ⁴pʰiŋ³⁴tɕiɤɯ⁴²,iəʔ⁴pʰiŋ³⁴tɕiɤɯ⁴²,i/j ə ʔ ⁴ + pʰ i ŋ ³⁴ + tɕ i/j ɤɯ ⁴²,,Cihui,,,,,一 瓶 酒
Suzhou-849_bottleclassifierforalcohol-1,,Suzhou,849_bottleclassifierforalcohol,iɪʔ⁴bin²⁴tsʏ⁴¹,iɪʔ⁴bin²⁴tsʏ⁴¹,iɪ ʔ ⁴ + b i n ²⁴ + ts ʏ ⁴¹,,Cihui,,,,,一 瓶 酒
Wenzhou-849_bottleclassifierforalcohol-1,,Wenzhou,849_bottleclassifierforalcohol,i²³bəŋ³¹tɕiu⁴⁵,i²³bəŋ³¹tɕiu⁴⁵,i ²³ + b ə ŋ ³¹ + tɕ i/j u ⁴⁵,,Cihui,,,,,一 瓶 酒
Changsha-849_bottleclassifierforalcohol-1,,Changsha,849_bottleclassifierforalcohol,i²⁴pin¹³tɕiəu⁴¹,i²⁴pin¹³tɕiəu⁴¹,i ²⁴ + p i n ¹³ + tɕ i/j əu ⁴¹,,Cihui,,,,,一 瓶 酒
Nanchang-849_bottleclassifierforalcohol-1,,Nanchang,849_bottleclassifierforalcohol,it⁵pʰin²⁴tɕiu²¹³,it⁵pʰin²⁴tɕiu²¹³,i t ⁵ + pʰ i n ²⁴ + tɕ i/j u ²¹³,,Cihui,,,,,一 瓶 酒
Meixian-849_bottleclassifierforalcohol-1,,Meixian,849_bottleclassifierforalcohol,jit²¹aŋ⁴⁴tsiu³¹,jit²¹aŋ⁴⁴tsiu³¹,i/j i t ²¹ + a ŋ ⁴⁴ + ts i/j u ³¹,,Cihui,,,,,一 罌 酒
Guangzhou-849_bottleclassifierforalcohol-1,,Guangzhou,849_bottleclassifierforalcohol,jɐt⁵tʃøn⁵³tʃɐu³⁵,jɐt⁵tʃøn⁵³tʃɐu³⁵,i/j ɐ t ⁵ + tʃ ø n ⁵³ + tʃ ɐu ³⁵,,Cihui,,,,,一 樽 酒
Yangjiang-849_bottleclassifierforalcohol-1,,Yangjiang,849_bottleclassifierforalcohol,jɐt²⁴tʃun³³tʃɐu²¹,jɐt²⁴tʃun³³tʃɐu²¹,i/j ɐ t ²⁴ + tʃ u n ³³ + tʃ ɐu ²¹,,Cihui,,,,,一 樽 酒
Xiamen-849_bottleclassifierforalcohol-1,,Xiamen,849_bottleclassifierforalcohol,tsit⁵₃₂kan⁵⁵₃₃tsiu⁵¹,tsit⁵₃₂kan⁵⁵₃₃tsiu⁵¹,ts i t ³²/⁵ + k a n ³³/⁵⁵ + ts i/j u ⁵¹,,Cihui,,,,,一 幹 酒
Chaozhou-849_bottleclassifierforalcohol-1,,Chaozhou,849_bottleclassifierforalcohol,taek⁵₂₁tsuŋ³³₂₃tsiu⁵³,taek⁵₂₁tsuŋ³³₂₃tsiu⁵³,ts e k ⁵/²¹ + ts u ŋ ²³/³³ + ts i/j u ⁵³,,Cihui,,,,,一 樽 酒
Chaozhou-849_bottleclassifierforalcohol-2,,Chaozhou,849_bottleclassifierforalcohol,tsek⁴₂₁taŋ³⁵₂₁tsiu⁵³,tsek⁴₂₁taŋ³⁵₂₁tsiu⁵³,ts e k ²¹/⁴ + t a ŋ ²¹/³⁵ + ts i/j u ⁵³,,Cihui,,,,,一 囗 酒
Fuzhou-849_bottleclassifierforalcohol-1,,Fuzhou,849_bottleclassifierforalcohol,sɔ³¹βiŋ⁵²tsiu³¹,sɔ³¹βiŋ⁵²tsiu³¹,s ɔ ³¹ + β i ŋ ⁵² + ts i/j u ³¹,,Cihui,,,,,一 瓶 酒
Beijing-287_bottle-1,,Beijing,287_bottle,pʰiŋ³⁵tsɿ⁰,pʰiŋ³⁵tsɿ⁰,pʰ i ŋ ³⁵ + ts ɿ ⁰,,Cihui,,,,,瓶 子
Beijing-287_bottle-2,,Beijing,287_bottle,la³⁵tsɿ⁵⁵,la³⁵tsɿ⁵⁵,l a ³⁵ + ts ɿ ⁵⁵,,Cihui,,,,,囗 囗
Jinan-287_bottle-1,,Jinan,287_bottle,pʰiŋ⁴²tsɿ⁰,pʰiŋ⁴²tsɿ⁰,pʰ i ŋ ⁴² + ts ɿ ⁰,,Cihui,,,,,瓶 子
Shenyang-287_bottle-1,,Shenyang,287_bottle,pʰiŋ³⁵tsɿ⁰,pʰiŋ³⁵tsɿ⁰,pʰ i ŋ ³⁵ + ts ɿ ⁰,,Cihui,,,,,瓶 子
Shenyang-287_bottle-2,,Shenyang,287_bottle,paŋ⁴¹tsɿ⁰,paŋ⁴¹tsɿ⁰,p a ŋ ⁴¹ + ts ɿ ⁰,,Cihui,,,,,棒 子
XiAn-287_bottle-1,,XiAn,287_bottle,pʰiŋ²⁴tsɿ⁰,pʰiŋ²⁴tsɿ⁰,pʰ i ŋ ²⁴ + ts ɿ ⁰,,Cihui,,,,,瓶 子
Chengdu-287_bottle-1,,Chengdu,287_bottle,pʰin³¹tsɿ⁵³,pʰin³¹tsɿ⁵³,pʰ i n ³¹ + ts ɿ ⁵³,,Cihui,,,,,瓶 子
Kunming-287_bottle-1,,Kunming,287_bottle,pʰĩ³¹pʰĩ³¹₄₄,pʰĩ³¹pʰĩ³¹₄₄,pʰ ĩ ³¹ + pʰ ĩ ⁴⁴/³¹,,Cihui,,,,,瓶 瓶
Hefei-287_bottle-1,,Hefei,287_bottle,pʰin⁵⁵tsə⁰,pʰin⁵⁵tsə⁰,pʰ i n ⁵⁵ + ts ə ⁰,,Cihui,,,,,瓶 子
